,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id
3785,933710557,3417858249,2024-03-28 07:51:29,,0 days 02:26:00,2024-03-28 10:17:29,,8760,3785
2894,1710281170,288147296,2024-03-28 07:51:30,,0 days 02:33:45,2024-03-28 10:25:15,,9225,2894
869,264718156,1747228787,2024-03-28 07:51:31,,0 days 02:33:31,2024-03-28 10:25:02,,9211,869
929,2397334313,316801091,2024-03-28 07:51:31,,0 days 03:22:33,2024-03-28 11:14:04,,12153,929
3620,264718159,245486185,2024-03-28 07:51:32,,0 days 02:13:48,2024-03-28 10:05:20,,8028,3620
1010,232712034,240971032,2024-03-28 07:51:32,,0 days 01:29:36,2024-03-28 09:21:08,,5376,1010
2059,933710557,2056847263,2024-03-28 07:51:33,,0 days 02:48:40,2024-03-28 10:40:13,,10120,2059
1222,51975594,251691138,2024-03-28 07:51:33,,0 days 01:52:00,2024-03-28 09:43:33,,6720,1222
2482,1710281170,206374873,2024-03-28 07:51:34,,0 days 02:41:05,2024-03-28 10:32:39,,9665,2482
2198,264718159,880719823,2024-03-28 07:51:34,,0 days 02:36:40,2024-03-28 10:28:14,,9400,2198
1572,274514735,3038983718,2024-03-28 07:51:35,,0 days 03:10:57,2024-03-28 11:02:32,,11457,1572
2850,2397334313,2420153436,2024-03-28 07:51:35,,0 days 01:53:48,2024-03-28 09:45:23,,6828,2850
2840,2397235538,1289597444,2024-03-28 07:51:36,,0 days 03:21:26,2024-03-28 11:13:02,,12086,2840
1898,274514795,322230278,2024-03-28 07:51:37,,0 days 02:33:29,2024-03-28 10:25:06,,9209,1898
2152,2397334313,243784004,2024-03-28 07:51:37,,0 days 02:43:29,2024-03-28 10:35:06,,9809,2152
1129,261737332,596220508,2024-03-28 07:51:37,,0 days 02:10:42,2024-03-28 10:02:19,,7842,1129
353,1710281170,278069332,2024-03-28 07:51:37,,0 days 02:26:52,2024-03-28 10:18:29,,8812,353
1815,10927000751,1193019771,2024-03-28 07:51:39,,0 days 02:44:40,2024-03-28 10:36:19,,9880,1815
897,232716424,906720287,2024-03-28 07:51:39,,0 days 02:42:16,2024-03-28 10:33:55,,9736,897
4002,2486206084,1222395388,2024-03-28 07:51:39,,0 days 02:35:04,2024-03-28 10:26:43,,9304,4002
2733,51975594,6643622533,2024-03-28 07:51:39,,0 days 01:47:14,2024-03-28 09:38:53,,6434,2733
503,1710281170,278209558,2024-03-28 07:51:39,,0 days 02:22:34,2024-03-28 10:14:13,,8554,503
649,1710281170,236137584,2024-03-28 07:51:40,,0 days 02:11:40,2024-03-28 10:03:20,,7900,649
3001,51975594,268800772,2024-03-28 07:51:40,,0 days 01:41:48,2024-03-28 09:33:28,,6108,3001
630,3830945445,243362264,2024-03-28 07:51:41,,0 days 02:31:12,2024-03-28 10:22:53,,9072,630
1030,2486206084,278217719,2024-03-28 07:51:41,,0 days 02:14:10,2024-03-28 10:05:51,,8050,1030
1340,3830945445,278217719,2024-03-28 07:51:42,,0 days 02:27:03,2024-03-28 10:18:45,,8823,1340
760,264718170,906720287,2024-03-28 07:51:42,,0 days 02:40:11,2024-03-28 10:31:53,,9611,760
1904,2486206084,322230278,2024-03-28 07:51:42,,0 days 02:20:49,2024-03-28 10:12:31,,8449,1904
2809,261737332,288145420,2024-03-28 07:51:43,,0 days 02:38:02,2024-03-28 10:29:45,,9482,2809
2899,2397235538,1658892311,2024-03-28 07:51:44,,0 days 02:38:22,2024-03-28 10:30:06,,9502,2899
2634,32067567,207469742,2024-03-28 07:51:44,,0 days 02:09:30,2024-03-28 10:01:14,,7770,2634
429,933716690,278069365,2024-03-28 07:51:45,,0 days 02:42:49,2024-03-28 10:34:34,,9769,429
2356,10013724624,288495800,2024-03-28 07:51:46,,0 days 02:23:48,2024-03-28 10:15:34,,8628,2356
3616,274514795,283018583,2024-03-28 07:51:46,,0 days 02:36:32,2024-03-28 10:28:18,,9392,3616
192,274514735,288495991,2024-03-28 07:51:47,,0 days 02:15:27,2024-03-28 10:07:14,,8127,192
326,1710281170,32122182,2024-03-28 07:51:47,,0 days 02:00:32,2024-03-28 09:52:19,,7232,326
3214,2486206084,278213710,2024-03-28 07:51:47,,0 days 02:11:44,2024-03-28 10:03:31,,7904,3214
3163,933716690,880670971,2024-03-28 07:51:47,,0 days 02:36:07,2024-03-28 10:27:54,,9367,3163
2085,261737332,322230278,2024-03-28 07:51:48,,0 days 02:22:44,2024-03-28 10:14:32,,8564,2085
1157,3830945445,470215469,2024-03-28 07:51:48,,0 days 02:24:29,2024-03-28 10:16:17,,8669,1157
178,1710281170,7095943880,2024-03-28 07:51:48,,0 days 03:01:49,2024-03-28 10:53:37,,10909,178
440,32067567,278213734,2024-03-28 07:51:48,,0 days 02:09:00,2024-03-28 10:00:48,,7740,440
1028,264718166,288145409,2024-03-28 07:51:50,,0 days 02:33:02,2024-03-28 10:24:52,,9182,1028
2035,264718166,278213710,2024-03-28 07:51:50,,0 days 02:09:00,2024-03-28 10:00:50,,7740,2035
905,2486206084,278217722,2024-03-28 07:51:50,,0 days 02:10:15,2024-03-28 10:02:05,,7815,905
220,2486206084,275657065,2024-03-28 07:51:51,,0 days 02:52:57,2024-03-28 10:44:48,,10377,220
26,1483996919,264106090,2024-03-28 07:51:51,,0 days 00:58:31,2024-03-28 08:50:22,,3511,26
1786,261737332,236129935,2024-03-28 07:51:53,,0 days 02:30:12,2024-03-28 10:22:05,,9012,1786
1050,4177942535,288145420,2024-03-28 07:51:54,,0 days 02:57:21,2024-03-28 10:49:15,,10641,1050
3982,1710281670,207460520,2024-03-28 07:51:55,,0 days 02:30:09,2024-03-28 10:22:04,,9009,3982
3455,10899324851,207469742,2024-03-28 07:51:55,,0 days 02:23:50,2024-03-28 10:15:45,,8630,3455
992,2397334313,207513556,2024-03-28 07:51:56,,0 days 02:11:27,2024-03-28 10:03:23,,7887,992
112,1710281170,3885154971,2024-03-28 07:51:56,,0 days 02:16:31,2024-03-28 10:08:27,,8191,112
2709,261737329,341970471,2024-03-28 07:51:57,,0 days 02:10:48,2024-03-28 10:02:45,,7848,2709
3045,933716690,280888773,2024-03-28 07:51:57,,0 days 02:23:35,2024-03-28 10:15:32,,8615,3045
3728,4995755390,2419367461,2024-03-28 07:51:57,,0 days 01:57:08,2024-03-28 09:49:05,,7028,3728
3264,933716693,1747228804,2024-03-28 07:51:58,,0 days 02:30:18,2024-03-28 10:22:16,,9018,3264
3191,1710281170,9427888488,2024-03-28 07:51:58,,0 days 02:24:11,2024-03-28 10:16:09,,8651,3191
1425,2397235539,5377964785,2024-03-28 07:51:58,,0 days 02:21:06,2024-03-28 10:13:04,,8466,1425
111,2306398093,281719609,2024-03-28 07:51:58,,0 days 02:34:31,2024-03-28 10:26:29,,9271,111
617,1710281170,986212435,2024-03-28 07:51:59,,0 days 02:40:25,2024-03-28 10:32:24,,9625,617
1630,261737332,8748732017,2024-03-28 07:51:59,,0 days 03:08:13,2024-03-28 11:00:12,,11293,1630
1828,2397334313,9977094190,2024-03-28 07:51:59,,0 days 02:28:26,2024-03-28 10:20:25,,8906,1828
1938,232712034,236129935,2024-03-28 07:52:00,,0 days 02:25:00,2024-03-28 10:17:00,,8700,1938
360,933710557,296375343,2024-03-28 07:52:01,,0 days 02:34:38,2024-03-28 10:26:39,,9278,360
477,232714779,1747228802,2024-03-28 07:52:01,,0 days 02:24:04,2024-03-28 10:16:05,,8644,477
3100,933716690,243784004,2024-03-28 07:52:02,,0 days 02:46:10,2024-03-28 10:38:12,,9970,3100
1570,1710281170,243362238,2024-03-28 07:52:02,,0 days 02:19:26,2024-03-28 10:11:28,,8366,1570
3690,2958861357,1081160792,2024-03-28 07:52:02,,0 days 02:48:23,2024-03-28 10:40:25,,10103,3690
2507,2958861357,3728252904,2024-03-28 07:52:02,,0 days 03:13:12,2024-03-28 11:05:14,,11592,2507
3332,2486206084,2958986040,2024-03-28 07:52:03,,0 days 02:24:43,2024-03-28 10:16:46,,8683,3332
54,933716693,206351489,2024-03-28 07:52:03,,0 days 01:11:18,2024-03-28 09:03:21,,4278,54
1086,264718159,278069357,2024-03-28 07:52:04,,0 days 02:31:28,2024-03-28 10:23:32,,9088,1086
1200,232716009,288145419,2024-03-28 07:52:04,,0 days 02:42:11,2024-03-28 10:34:15,,9731,1200
2072,32067567,1245993122,2024-03-28 07:52:04,,0 days 02:26:11,2024-03-28 10:18:15,,8771,2072
29,51975594,341970490,2024-03-28 07:52:04,,0 days 02:09:22,2024-03-28 10:01:26,,7762,29
2366,2486206084,798566579,2024-03-28 07:52:05,,0 days 02:26:55,2024-03-28 10:19:00,,8815,2366
1347,274514735,560401386,2024-03-28 07:52:06,,0 days 02:45:25,2024-03-28 10:37:31,,9925,1347
298,274514735,5377964784,2024-03-28 07:52:09,,0 days 02:28:05,2024-03-28 10:20:14,,8885,298
2423,274514735,3643472785,2024-03-28 07:52:09,,0 days 02:57:01,2024-03-28 10:49:10,,10621,2423
3458,2476197748,355570810,2024-03-28 07:52:09,,0 days 02:42:45,2024-03-28 10:34:54,,9765,3458
3076,1710281170,3096569674,2024-03-28 07:52:10,,0 days 02:36:53,2024-03-28 10:29:03,,9413,3076
1853,274514735,3089377794,2024-03-28 07:52:11,,0 days 02:22:16,2024-03-28 10:14:27,,8536,1853
2934,2958861357,5377964784,2024-03-28 07:52:11,,0 days 02:25:22,2024-03-28 10:17:33,,8722,2934
3956,261737329,278198333,2024-03-28 07:52:11,,0 days 02:20:18,2024-03-28 10:12:29,,8418,3956
2130,2958861357,5377964786,2024-03-28 07:52:11,,0 days 02:25:12,2024-03-28 10:17:23,,8712,2130
1409,261737332,3745287053,2024-03-28 07:52:11,,0 days 02:59:11,2024-03-28 10:51:22,,10751,1409
796,1710281170,10093378557,2024-03-28 07:52:13,,0 days 02:53:06,2024-03-28 10:45:19,,10386,796
2717,2958861354,798566720,2024-03-28 07:52:14,,0 days 02:30:15,2024-03-28 10:22:29,,9015,2717
3606,2397235538,321460548,2024-03-28 07:52:14,,0 days 02:09:36,2024-03-28 10:01:50,,7776,3606
1940,3830945443,1955798246,2024-03-28 07:52:14,,0 days 02:53:40,2024-03-28 10:45:54,,10420,1940
2065,264718156,9445396410,2024-03-28 07:52:14,,0 days 02:39:08,2024-03-28 10:31:22,,9548,2065
539,51975594,1081063934,2024-03-28 07:52:16,,0 days 02:20:40,2024-03-28 10:12:56,,8440,539
2060,297891997,278186350,2024-03-28 07:52:16,,0 days 02:15:02,2024-03-28 10:07:18,,8102,2060
1959,1710281170,4454780762,2024-03-28 07:52:16,,0 days 02:25:09,2024-03-28 10:17:25,,8709,1959
1946,267567174,280888742,2024-03-28 07:52:17,,0 days 02:29:57,2024-03-28 10:22:14,,8997,1946
1637,274514795,289259033,2024-03-28 07:52:18,,0 days 02:22:38,2024-03-28 10:14:56,,8558,1637
2462,261737332,288604073,2024-03-28 07:52:19,,0 days 02:01:04,2024-03-28 09:53:23,,7264,2462
482,261737332,5377964785,2024-03-28 07:52:19,,0 days 02:22:41,2024-03-28 10:15:00,,8561,482
1799,933717560,278209563,2024-03-28 07:52:19,,0 days 02:25:57,2024-03-28 10:18:16,,8757,1799
3733,51975594,283024943,2024-03-28 07:52:19,,0 days 02:25:23,2024-03-28 10:17:42,,8723,3733
909,264718159,1730668311,2024-03-28 07:52:20,,0 days 02:47:26,2024-03-28 10:39:46,,10046,909
202,933716690,278198323,2024-03-28 07:52:21,,0 days 02:26:17,2024-03-28 10:18:38,,8777,202
1969,10927000751,261708618,2024-03-28 07:52:22,,0 days 02:35:43,2024-03-28 10:28:05,,9343,1969
2054,10013724624,1795995261,2024-03-28 07:52:23,,0 days 02:06:19,2024-03-28 09:58:42,,7579,2054
55,232714779,322230278,2024-03-28 07:52:23,,0 days 02:24:22,2024-03-28 10:16:45,,8662,55
2616,261737332,2979980104,2024-03-28 07:52:24,,0 days 02:15:27,2024-03-28 10:07:51,,8127,2616
915,232716424,31349982,2024-03-28 07:52:24,,0 days 02:20:45,2024-03-28 10:13:09,,8445,915
876,261737332,1222395388,2024-03-28 07:52:24,,0 days 02:36:59,2024-03-28 10:29:23,,9419,876
3151,274514735,262206406,2024-03-28 07:52:26,,0 days 02:00:21,2024-03-28 09:52:47,,7221,3151
2702,2958861367,236179800,2024-03-28 07:52:27,,0 days 01:25:03,2024-03-28 09:17:30,,5103,2702
3336,267567174,1850270022,2024-03-28 07:52:27,,0 days 02:30:51,2024-03-28 10:23:18,,9051,3336
1725,880233018,1182564860,2024-03-28 07:52:27,,0 days 02:19:04,2024-03-28 10:11:31,,8344,1725
2549,2397235538,1798879439,2024-03-28 07:52:27,,0 days 02:41:46,2024-03-28 10:34:13,,9706,2549
712,2958861357,30372096,2024-03-28 07:52:28,,0 days 02:01:21,2024-03-28 09:53:49,,7281,712
308,1710281170,9874468555,2024-03-28 07:52:28,,0 days 02:09:51,2024-03-28 10:02:19,,7791,308
3242,2397235539,206372000,2024-03-28 07:52:28,,0 days 01:56:41,2024-03-28 09:49:09,,7001,3242
2911,1710281170,1222395395,2024-03-28 07:52:29,,0 days 02:28:51,2024-03-28 10:21:20,,8931,2911
2238,2397334313,243783948,2024-03-28 07:52:29,,0 days 02:40:09,2024-03-28 10:32:38,,9609,2238
2704,933716778,9445396406,2024-03-28 07:52:29,,0 days 02:38:47,2024-03-28 10:31:16,,9527,2704
1123,51975594,31349978,2024-03-28 07:52:32,,0 days 02:05:06,2024-03-28 09:57:38,,7506,1123
2591,2486206084,278213724,2024-03-28 07:52:32,,0 days 02:11:02,2024-03-28 10:03:34,,7862,2591
371,2397235538,5377964786,2024-03-28 07:52:33,,0 days 02:22:57,2024-03-28 10:15:30,,8577,371
129,232716009,1199353868,2024-03-28 07:52:33,,0 days 02:38:29,2024-03-28 10:31:02,,9509,129
3559,1710281170,798566730,2024-03-28 07:52:34,,0 days 02:14:05,2024-03-28 10:06:39,,8045,3559
1925,2397334313,4955501316,2024-03-28 07:52:34,,0 days 02:35:51,2024-03-28 10:28:25,,9351,1925
2170,2397334313,278217722,2024-03-28 07:52:34,,0 days 02:19:29,2024-03-28 10:12:03,,8369,2170
97,2958861370,560400720,2024-03-28 07:52:36,,0 days 02:34:31,2024-03-28 10:27:07,,9271,97
827,32067567,278069357,2024-03-28 07:52:36,,0 days 02:27:08,2024-03-28 10:19:44,,8828,827
2942,264718166,310654721,2024-03-28 07:52:37,,0 days 01:42:21,2024-03-28 09:34:58,,6141,2942
2481,1710281170,798566730,2024-03-28 07:52:37,,0 days 02:14:05,2024-03-28 10:06:42,,8045,2481
1198,2486206084,4342631455,2024-03-28 07:52:37,,0 days 02:39:35,2024-03-28 10:32:12,,9575,1198
74,1710281170,269325418,2024-03-28 07:52:37,,0 days 01:43:46,2024-03-28 09:36:23,,6226,74
3274,2958861370,2509405142,2024-03-28 07:52:38,,0 days 02:26:47,2024-03-28 10:19:25,,8807,3274
1337,32067567,288145462,2024-03-28 07:52:39,,0 days 02:36:49,2024-03-28 10:29:28,,9409,1337
3706,264718166,9427888488,2024-03-28 07:52:39,,0 days 02:25:07,2024-03-28 10:17:46,,8707,3706
2375,261737332,280888768,2024-03-28 07:52:41,,0 days 02:16:43,2024-03-28 10:09:24,,8203,2375
1501,261737332,2920531334,2024-03-28 07:52:41,,0 days 01:53:22,2024-03-28 09:46:03,,6802,1501
183,2397334313,6153083426,2024-03-28 07:52:41,,0 days 02:38:31,2024-03-28 10:31:12,,9511,183
2555,232716009,1747235690,2024-03-28 07:52:41,,0 days 02:26:20,2024-03-28 10:19:01,,8780,2555
3187,933717457,280888805,2024-03-28 07:52:42,,0 days 02:22:19,2024-03-28 10:15:01,,8539,3187
2483,2397334313,226019077,2024-03-28 07:52:42,,0 days 01:56:04,2024-03-28 09:48:46,,6964,2483
1768,51975594,264004951,2024-03-28 07:52:43,,0 days 02:31:36,2024-03-28 10:24:19,,9096,1768
3913,2486206084,470215469,2024-03-28 07:52:43,,0 days 02:11:36,2024-03-28 10:04:19,,7896,3913
2573,261737332,269492246,2024-03-28 07:52:43,,0 days 02:18:02,2024-03-28 10:10:45,,8282,2573
3659,297891997,2378475173,2024-03-28 07:52:44,,0 days 03:28:18,2024-03-28 11:21:02,,12498,3659
2334,297891997,5377964786,2024-03-28 07:52:45,,0 days 02:38:01,2024-03-28 10:30:46,,9481,2334
1378,232714779,236341694,2024-03-28 07:52:45,,0 days 02:16:13,2024-03-28 10:08:58,,8173,1378
772,261737332,1751465807,2024-03-28 07:52:45,,0 days 02:25:16,2024-03-28 10:18:01,,8716,772
1152,933717560,316801064,2024-03-28 07:52:45,,0 days 02:59:10,2024-03-28 10:51:55,,10750,1152
3230,1710281170,6946056312,2024-03-28 07:52:46,,0 days 02:36:33,2024-03-28 10:29:19,,9393,3230
134,274514735,278198332,2024-03-28 07:52:46,,0 days 02:20:01,2024-03-28 10:12:47,,8401,134
1881,1710281870,9491789269,2024-03-28 07:52:47,,0 days 03:46:02,2024-03-28 11:38:49,,13562,1881
1790,2486206084,278196773,2024-03-28 07:52:48,,0 days 02:17:53,2024-03-28 10:10:41,,8273,1790
3276,2486206084,278069357,2024-03-28 07:52:48,,0 days 02:25:36,2024-03-28 10:18:24,,8736,3276
670,2486206084,2958986040,2024-03-28 07:52:48,,0 days 02:24:43,2024-03-28 10:17:31,,8683,670
3941,297891997,1360311994,2024-03-28 07:52:49,,0 days 02:53:51,2024-03-28 10:46:40,,10431,3941
2442,32067567,1245993627,2024-03-28 07:52:49,,0 days 02:25:48,2024-03-28 10:18:37,,8748,2442
2420,4177942535,288496778,2024-03-28 07:52:49,,0 days 02:27:18,2024-03-28 10:20:07,,8838,2420
1657,933716485,1222395408,2024-03-28 07:52:50,,0 days 02:51:52,2024-03-28 10:44:42,,10312,1657
1026,2958861357,1747228797,2024-03-28 07:52:51,,0 days 02:25:31,2024-03-28 10:18:22,,8731,1026
795,1710281170,1454229532,2024-03-28 07:52:51,,0 days 02:44:32,2024-03-28 10:37:23,,9872,795
2167,10899324851,494661300,2024-03-28 07:52:51,,0 days 03:38:36,2024-03-28 11:31:27,,13116,2167
2474,232716009,251691389,2024-03-28 07:52:51,,0 days 02:06:24,2024-03-28 09:59:15,,7584,2474
3059,2397334313,251767906,2024-03-28 07:52:52,,0 days 02:23:40,2024-03-28 10:16:32,,8620,3059
419,261737332,288604053,2024-03-28 07:52:52,,0 days 02:02:51,2024-03-28 09:55:43,,7371,419
3166,2397235538,798566720,2024-03-28 07:52:53,,0 days 02:26:18,2024-03-28 10:19:11,,8778,3166
3602,261737332,243783954,2024-03-28 07:52:53,,0 days 02:32:16,2024-03-28 10:25:09,,9136,3602
1513,274514735,470209431,2024-03-28 07:52:53,,0 days 02:21:53,2024-03-28 10:14:46,,8513,1513
2711,2486206084,2509405142,2024-03-28 07:52:53,,0 days 02:25:02,2024-03-28 10:17:55,,8702,2711
2767,2397235538,1385421289,2024-03-28 07:52:53,,0 days 04:02:15,2024-03-28 11:55:08,,14535,2767
829,1710281170,1081160880,2024-03-28 07:52:55,,0 days 02:40:02,2024-03-28 10:32:57,,9602,829
253,2958861367,4342631452,2024-03-28 07:52:55,,0 days 02:46:24,2024-03-28 10:39:19,,9984,253
62,1710281170,272482353,2024-03-28 07:52:55,,0 days 02:26:29,2024-03-28 10:19:24,,8789,62
1769,2397235539,32122186,2024-03-28 07:52:56,,0 days 02:23:46,2024-03-28 10:16:42,,8626,1769
2551,51975594,251691055,2024-03-28 07:52:56,,0 days 01:59:24,2024-03-28 09:52:20,,7164,2551
3694,261737332,34805993,2024-03-28 07:52:56,,0 days 02:06:55,2024-03-28 09:59:51,,7615,3694
3117,2486206084,3631022494,2024-03-28 07:52:56,,0 days 02:27:26,2024-03-28 10:20:22,,8846,3117
3271,2958861354,1647318902,2024-03-28 07:52:56,,0 days 02:27:19,2024-03-28 10:20:15,,8839,3271
335,2397334313,10199813030,2024-03-28 07:52:56,,0 days 02:25:13,2024-03-28 10:18:09,,8713,335
3288,4177942535,207511904,2024-03-28 07:52:58,,0 days 02:28:03,2024-03-28 10:21:01,,8883,3288
962,261737332,278217719,2024-03-28 07:52:58,,0 days 02:16:05,2024-03-28 10:09:03,,8165,962
160,261737332,206375463,2024-03-28 07:52:58,,0 days 02:20:49,2024-03-28 10:13:47,,8449,160
157,2958861354,206371809,2024-03-28 07:53:00,,0 days 02:31:05,2024-03-28 10:24:05,,9065,157
3673,3830945445,3398135146,2024-03-28 07:53:01,,0 days 02:58:51,2024-03-28 10:51:52,,10731,3673
3260,261737332,502432695,2024-03-28 07:53:01,,0 days 02:53:26,2024-03-28 10:46:27,,10406,3260
3937,933717560,245486369,2024-03-28 07:53:02,,0 days 02:06:38,2024-03-28 09:59:40,,7598,3937
1483,2486206084,243362238,2024-03-28 07:53:02,,0 days 02:23:07,2024-03-28 10:16:09,,8587,1483
14,4995755390,288604081,2024-03-28 07:53:03,,0 days 02:10:23,2024-03-28 10:03:26,,7823,14
588,232716009,1658892797,2024-03-28 07:53:04,,0 days 02:41:39,2024-03-28 10:34:43,,9699,588
476,274514735,278209563,2024-03-28 07:53:04,,0 days 02:27:30,2024-03-28 10:20:34,,8850,476
515,274514795,278209556,2024-03-28 07:53:04,,0 days 02:44:38,2024-03-28 10:37:42,,9878,515
1504,2397235538,322850407,2024-03-28 07:53:04,,0 days 02:30:46,2024-03-28 10:23:50,,9046,1504
128,232716009,2261513248,2024-03-28 07:53:04,,0 days 02:25:05,2024-03-28 10:18:09,,8705,128
3120,274514795,3370122675,2024-03-28 07:53:05,,0 days 02:40:55,2024-03-28 10:34:00,,9655,3120
2601,232716424,316800847,2024-03-28 07:53:05,,0 days 03:05:57,2024-03-28 10:59:02,,11157,2601
1107,10013724624,933274018,2024-03-28 07:53:06,,0 days 02:18:37,2024-03-28 10:11:43,,8317,1107
1762,261737332,32122180,2024-03-28 07:53:07,,0 days 02:09:42,2024-03-28 10:02:49,,7782,1762
3705,274514735,1668715845,2024-03-28 07:53:07,,0 days 02:36:47,2024-03-28 10:29:54,,9407,3705
3386,297891999,280888742,2024-03-28 07:53:07,,0 days 02:33:00,2024-03-28 10:26:07,,9180,3386
3266,2958861367,2056847263,2024-03-28 07:53:07,,0 days 02:31:47,2024-03-28 10:24:54,,9107,3266
2392,2397235538,321781193,2024-03-28 07:53:08,,0 days 02:15:09,2024-03-28 10:08:17,,8109,2392
850,2958861357,1289594004,2024-03-28 07:53:08,,0 days 03:05:43,2024-03-28 10:58:51,,11143,850
2274,2958861354,1314876874,2024-03-28 07:53:09,,0 days 02:13:27,2024-03-28 10:06:36,,8007,2274
787,261737332,278198320,2024-03-28 07:53:10,,0 days 02:16:55,2024-03-28 10:10:05,,8215,787
2943,2397334313,2419768569,2024-03-28 07:53:10,,0 days 02:06:45,2024-03-28 09:59:55,,7605,2943
1009,2486206084,402599855,2024-03-28 07:53:10,,0 days 02:14:26,2024-03-28 10:07:36,,8066,1009
2383,261737332,288604068,2024-03-28 07:53:10,,0 days 02:02:33,2024-03-28 09:55:43,,7353,2383
151,2397334313,206371894,2024-03-28 07:53:11,,0 days 02:07:41,2024-03-28 10:00:52,,7661,151
3996,232712034,7641157446,2024-03-28 07:53:11,,0 days 02:28:34,2024-03-28 10:21:45,,8914,3996
43,933716778,1289594029,2024-03-28 07:53:11,,0 days 02:57:38,2024-03-28 10:50:49,,10658,43
3127,51975594,1955798246,2024-03-28 07:53:11,,0 days 02:41:54,2024-03-28 10:35:05,,9714,3127
1634,2397235538,278213724,2024-03-28 07:53:11,,0 days 02:13:32,2024-03-28 10:06:43,,8012,1634
769,2486206084,5908096162,2024-03-28 07:53:12,,0 days 02:06:01,2024-03-28 09:59:13,,7561,769
1299,51975594,272482347,2024-03-28 07:53:12,,0 days 02:29:33,2024-03-28 10:22:45,,8973,1299
3440,3830945445,243362591,2024-03-28 07:53:13,,0 days 02:17:00,2024-03-28 10:10:13,,8220,3440
682,10013724624,1780711512,2024-03-28 07:53:13,,0 days 02:21:52,2024-03-28 10:15:05,,8512,682
3442,2397334315,278209567,2024-03-28 07:53:13,,0 days 02:55:36,2024-03-28 10:48:49,,10536,3442
3142,2397235539,269852140,2024-03-28 07:53:14,,0 days 02:21:59,2024-03-28 10:15:13,,8519,3142
2030,1710281170,4520485708,2024-03-28 07:53:15,,0 days 02:33:14,2024-03-28 10:26:29,,9194,2030
971,2397235539,322230278,2024-03-28 07:53:15,,0 days 02:21:09,2024-03-28 10:14:24,,8469,971
3376,261737332,34806052,2024-03-28 07:53:15,,0 days 02:27:46,2024-03-28 10:21:01,,8866,3376
1355,1710281170,6643622531,2024-03-28 07:53:16,,0 days 01:44:19,2024-03-28 09:37:35,,6259,1355
2920,933716485,2986102834,2024-03-28 07:53:16,,0 days 01:29:59,2024-03-28 09:23:15,,5399,2920
3218,261737332,256620820,2024-03-28 07:53:18,,0 days 02:01:26,2024-03-28 09:54:44,,7286,3218
1367,261737332,278194691,2024-03-28 07:53:18,,0 days 02:28:26,2024-03-28 10:21:44,,8906,1367
1336,261737332,603356512,2024-03-28 07:53:19,,0 days 02:47:05,2024-03-28 10:40:24,,10025,1336
369,2958861357,207457002,2024-03-28 07:53:19,,0 days 02:13:37,2024-03-28 10:06:56,,8017,369
3854,1710281170,1245993122,2024-03-28 07:53:20,,0 days 02:19:35,2024-03-28 10:12:55,,8375,3854
3838,1710281170,1193019771,2024-03-28 07:53:21,,0 days 02:21:56,2024-03-28 10:15:17,,8516,3838
834,32067567,330364353,2024-03-28 07:53:21,,0 days 04:11:14,2024-03-28 12:04:35,,15074,834
1957,2397235539,264464994,2024-03-28 07:53:22,,0 days 02:08:33,2024-03-28 10:01:55,,7713,1957
1076,232712034,9445396406,2024-03-28 07:53:22,,0 days 02:23:16,2024-03-28 10:16:38,,8596,1076
2825,232716424,5052317924,2024-03-28 07:53:22,,0 days 01:21:23,2024-03-28 09:14:45,,4883,2825
695,232714779,597815512,2024-03-28 07:53:23,,0 days 02:30:11,2024-03-28 10:23:34,,9011,695
2086,232714779,278196779,2024-03-28 07:53:23,,0 days 02:18:03,2024-03-28 10:11:26,,8283,2086
133,1710281870,6433270930,2024-03-28 07:53:24,,0 days 02:41:05,2024-03-28 10:34:29,,9665,133
2501,264718170,470215469,2024-03-28 07:53:24,,0 days 02:24:18,2024-03-28 10:17:42,,8658,2501
1124,232716424,206351242,2024-03-28 07:53:26,,0 days 01:20:17,2024-03-28 09:13:43,,4817,1124
432,51975594,2056597995,2024-03-28 07:53:26,,0 days 02:24:20,2024-03-28 10:17:46,,8660,432
138,274514735,5667364270,2024-03-28 07:53:28,,0 days 03:25:13,2024-03-28 11:18:41,,12313,138
2136,2397235538,9445396383,2024-03-28 07:53:28,,0 days 02:28:36,2024-03-28 10:22:04,,8916,2136
2448,2397334313,278209567,2024-03-28 07:53:29,,0 days 02:36:26,2024-03-28 10:29:55,,9386,2448
1335,232714779,206372936,2024-03-28 07:53:29,,0 days 02:12:00,2024-03-28 10:05:29,,7920,1335
936,1710281170,1360359875,2024-03-28 07:53:29,,0 days 02:42:46,2024-03-28 10:36:15,,9766,936
895,2958861367,278069261,2024-03-28 07:53:29,,0 days 02:21:02,2024-03-28 10:14:31,,8462,895
1380,232714779,275431685,2024-03-28 07:53:30,,0 days 02:33:42,2024-03-28 10:27:12,,9222,1380
805,2397235539,272790567,2024-03-28 07:53:30,,0 days 01:44:03,2024-03-28 09:37:33,,6243,805
1879,933716690,269852134,2024-03-28 07:53:30,,0 days 02:33:45,2024-03-28 10:27:15,,9225,1879
979,1710281170,402599851,2024-03-28 07:53:30,,0 days 02:13:35,2024-03-28 10:07:05,,8015,979
373,2958861354,1747509907,2024-03-28 07:53:31,,0 days 02:17:56,2024-03-28 10:11:27,,8276,373
